,0,1
326,"Ich ſtelle mich vor Dich hin, Du ſiehſt mich an… nun… ſieh’ mich doch an… ich ſtreiche Dir über Stirne und Augen.","{'entities': [(20, 24, 'LOC'), (30, 32, 'LOC'), (47, 48, 'MISC'), (52, 59, 'ORG'), (72, 73, 'MISC')]}"
327,So… Cora.,"{'entities': [(4, 8, 'LOC')]}"
328,"Nun ja, und was dann… Anatol.","{'entities': [(20, 28, 'MISC')]}"
329,Nichts… Du mußt nur einſchlafen wollen.,"{'entities': [(0, 19, 'MISC')]}"
330,Cora.,"{'entities': [(0, 4, 'LOC')]}"
331,"Du, wenn Du mir ſo über die Augen ſtreichſt, wird mir ganz ſonderbar… Anatol.","{'entities': [(68, 76, 'MISC')]}"
332,Ruhig… nicht reden… Schlafen.,"{'entities': [(0, 5, 'PER'), (5, 6, 'PER'), (20, 28, 'LOC')]}"
333,Du biſt ſchon recht müde.,{'entities': []}
334,Cora.,"{'entities': [(0, 4, 'LOC')]}"
335,Nein. Anatol.,"{'entities': [(6, 12, 'MISC')]}"
336,Ja!… ein wenig müde.,{'entities': []}
337,Cora.,"{'entities': [(0, 4, 'LOC')]}"
338,"Ein wenig, ja… Anatol…","{'entities': [(15, 22, 'MISC')]}"
339,"Deine Augenlider werden Dir ſchwer… ſehr ſchwer, Deine Hände kannſt Du kaum mehr erheben… Cora (leiſe).","{'entities': [(0, 16, 'PER'), (34, 35, 'MISC'), (49, 54, 'MISC'), (88, 94, 'ORG')]}"
340,Wirklich.,"{'entities': [(0, 8, 'LOC')]}"
341,"Anatol (ihr weiter über Stirne und Augen ſtreichend, eintönig).","{'entities': [(0, 6, 'MISC')]}"
342,Müd… ganz müd’ biſt,"{'entities': [(0, 14, 'MISC')]}"
343,"Du… nun ſchlafe ein, mein Kind… Schlafe.","{'entities': [(0, 3, 'PER'), (8, 15, 'MISC')]}"
344,"(Er wendet ſich zu Max, der bewundernd zuſieht, macht eine ſiegesbewußte Miene.)","{'entities': [(19, 22, 'PER')]}"
345,Schlafen…,"{'entities': [(0, 8, 'LOC')]}"
346,Nun ſind die Augen feſt geſchloſſen… Du kannſt ſie nicht mehr öffnen… Cora (will die Augen öffnen).,"{'entities': [(35, 46, 'ORG'), (68, 74, 'MISC')]}"
347,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
348,Es geht nicht…,"{'entities': [(13, 14, 'MISC')]}"
349,Du ſchläfſt… Nur ruhig weiter ſchlafen…,"{'entities': [(0, 16, 'MISC'), (38, 39, 'MISC')]}"
350,So… Max (will etwas fragen).,{'entities': []}
351,Du… Anatol.,"{'entities': [(0, 10, 'MISC')]}"
352,"Ruhig (zu Cora)… Schlafen… feſt, tief ſchlafen.","{'entities': [(0, 5, 'LOC'), (10, 14, 'LOC'), (17, 25, 'LOC'), (25, 26, 'PER')]}"
353,"(Er ſteht eine Weile vor Cora, die ruhig athmet und ſchläft).","{'entities': [(25, 29, 'LOC')]}"
354,So… nun kannſt Du fragen.,"{'entities': [(8, 17, 'ORG')]}"
355,Max.,"{'entities': [(0, 3, 'MISC')]}"
356,"Ich wollte nur fragen, ob ſie wirklich ſchläft.",{'entities': []}
357,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
358,Du ſiehſt doch…,"{'entities': [(14, 15, 'MISC')]}"
359,Nun wollen wir ein paar Augenblicke warten.,{'entities': []}
360,"(Er ſteht vor ihr, ſieht ſie ruhig an.",{'entities': []}
361,Große Pauſe.),{'entities': []}
362,Cora!,"{'entities': [(0, 5, 'ORG')]}"
363,… Du wirſt mir nun antworten… Antworten.,"{'entities': [(0, 4, 'ORG'), (28, 29, 'MISC')]}"
364,Wie heißt Du?,"{'entities': [(10, 12, 'MISC')]}"
365,Cora.,"{'entities': [(0, 4, 'LOC')]}"
366,Cora.,"{'entities': [(0, 4, 'LOC')]}"
367,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
368,"Cora, wir ſind im Wald.","{'entities': [(0, 4, 'MISC')]}"
369,Cora.,"{'entities': [(0, 4, 'LOC')]}"
370,O… im Wald,"{'entities': [(0, 2, 'LOC')]}"
371,… wie ſchön,"{'entities': [(0, 1, 'MISC')]}"
372,!,{'entities': []}
373,Die grünen Bäume… und die Nachtigallen.,"{'entities': [(16, 17, 'MISC'), (26, 38, 'MISC')]}"
374,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
375,"Cora… Du wirſt mir nun in Allem die Wahrheit ſagen… Was wirſt Du thun, Cora?","{'entities': [(0, 22, 'MISC'), (26, 31, 'LOC'), (71, 75, 'ORG')]}"
376,Cora.,"{'entities': [(0, 4, 'LOC')]}"
377,Ich werde die Wahrheit ſagen.,{'entities': []}
378,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
379,"Du wirſt mir alle Fragen wahrheitsgetreu beantworten, und wenn Du aufwachſt, wirſt Du wieder Alles vergeſſen haben!","{'entities': [(83, 98, 'MISC')]}"
380,Haſt Du mich verſtanden?,"{'entities': [(0, 7, 'LOC')]}"
381,Cora.,"{'entities': [(0, 4, 'LOC')]}"
382,Ja. Anatol.,"{'entities': [(4, 10, 'PER')]}"
383,Nun ſchlafe… ruhig ſchlafen (zu Max).,"{'entities': [(11, 12, 'MISC'), (32, 35, 'MISC')]}"
384,Jetzt alſo werde ich ſie fragen… Max.,"{'entities': [(31, 36, 'ORG')]}"
385,"Du, wie alt iſt ſie denn?",{'entities': []}
386,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
387,"Neunzehn… Cora, wie alt biſt","{'entities': [(0, 8, 'LOC'), (10, 14, 'LOC')]}"
388,Du?,"{'entities': [(0, 2, 'MISC')]}"
389,Cora.,"{'entities': [(0, 4, 'LOC')]}"
390,Einundzwanzig Jahre.,"{'entities': [(0, 19, 'PER')]}"
391,Max,"{'entities': [(0, 3, 'PER')]}"
392,. Haha.,"{'entities': [(2, 6, 'PER')]}"
393,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
394,Pſt… das iſt ja außerordentlich… Du ſiehſt daraus… Max.,"{'entities': [(0, 4, 'PER'), (31, 35, 'ORG'), (49, 54, 'MISC')]}"
395,"O, wenn ſie gewußt hätte, daß ſie ein ſo gutes Medium iſt!",{'entities': []}
396,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
397,Die Suggeſtion hat gewirkt.,{'entities': []}
398,Ich werde ſie weiter fragen.,{'entities': []}
399,"— Cora, liebſt Du mich…? Cora,… liebſt Du mich?","{'entities': [(2, 6, 'LOC'), (22, 23, 'MISC'), (25, 29, 'LOC'), (30, 31, 'MISC')]}"
400,Cora.,"{'entities': [(0, 4, 'LOC')]}"
401,Ja! Anatol.,"{'entities': [(4, 10, 'MISC')]}"
402,(triumphirend).,{'entities': []}
403,Hörſt Du’s?,"{'entities': [(0, 8, 'ORG')]}"
404,Max.,"{'entities': [(0, 3, 'MISC')]}"
405,"Nun alſo, die Hauptfrage, ob ſie treu iſt.",{'entities': []}
406,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
407,Cora! (ſich umwendend.,"{'entities': [(0, 5, 'ORG')]}"
408,),{'entities': []}
409,Die Frage iſt dumm.,{'entities': []}
410,Max.,"{'entities': [(0, 3, 'MISC')]}"
411,Warum?,{'entities': []}
412,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
413,So kann man nicht fragen!,{'entities': []}
414,Max…? Anatol.,"{'entities': [(0, 4, 'PER'), (6, 12, 'PER')]}"
415,Ich muß die Frage anders faſſen.,{'entities': []}
416,Max.,"{'entities': [(0, 3, 'MISC')]}"
417,"Ich denke doch, ſie iſt präcis genug.",{'entities': []}
418,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
419,"Nein, das iſt eben der Fehler, ſie iſt nicht präcis genug!",{'entities': []}
420,Max,"{'entities': [(0, 3, 'PER')]}"
421,. Wieſo?,"{'entities': [(2, 7, 'PER')]}"
422,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
423,"Wenn ich ſie frage: biſt Du treu, ſo meint ſie dies vielleicht im allerweiteſten Sinne.",{'entities': []}
424,Max.,"{'entities': [(0, 3, 'MISC')]}"
425,Nun?,{'entities': []}
426,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
427,Sie umfaßt vielleicht die ganze… Vergangenheit…,"{'entities': [(31, 46, 'MISC')]}"
428,"Sie denkt möglicherweiſe an eine Zeit, wo ſie einen Andern liebte… und wird antworten:","{'entities': [(33, 37, 'MISC'), (65, 66, 'PER')]}"
429,Nein.,"{'entities': [(0, 4, 'PER')]}"
430,Max.,"{'entities': [(0, 3, 'MISC')]}"
431,Das wäre ja auch ganz intereſſant.,{'entities': []}
432,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
433,"Ich danke… Ich weiß, Cora iſt Andern begegnet vor mir…","{'entities': [(21, 25, 'MISC'), (53, 54, 'MISC')]}"
434,Sie hat mir ſelbſt einmal geſagt:,{'entities': []}
435,"Ja, wenn ich gewußt hätte, daß ich Dich einmal treffe… dann… Max.","{'entities': [(35, 39, 'PER'), (53, 54, 'MISC'), (59, 64, 'ORG')]}"
436,Aber ſie hat es nicht gewußt.,{'entities': []}
437,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
438,Nein… Max.,"{'entities': [(0, 9, 'MISC')]}"
439,Und was Deine Frage anbelangt… Anatol.,"{'entities': [(8, 19, 'PER'), (29, 37, 'MISC')]}"
440,"Ja… Dieſe Frage… Ich finde ſie plump, in der Faſſung wenigſtens.","{'entities': [(4, 9, 'PER')]}"
441,Max.,"{'entities': [(0, 3, 'MISC')]}"
442,"Nun ſo ſtelle ſie etwa ſo: Cora, warſt Du mir treu, ſeit Du mich kennſt?","{'entities': [(27, 31, 'LOC'), (57, 59, 'MISC')]}"
443,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
444,Hm… Das wäre etwas.,"{'entities': [(0, 3, 'LOC')]}"
445,(Vor Cora) Cora!,"{'entities': [(5, 9, 'LOC'), (11, 16, 'ORG')]}"
446,warſt Du.,"{'entities': [(6, 8, 'MISC')]}"
447,.,{'entities': []}
448,Auch das iſt ein Unſinn!,{'entities': []}
449,Max.,"{'entities': [(0, 3, 'MISC')]}"
450,Ein Unſinn!? Anatol.,"{'entities': [(13, 19, 'MISC')]}"
451,"Ich bitte… man muß ſich nur vorſtellen, wie wir uns kennen lernten.","{'entities': [(9, 10, 'MISC')]}"
452,"Wir ahnten ja ſelbſt nicht, daß wir uns einmal ſo wahnſinnig lieben würden.",{'entities': []}
453,Die erſten Tage betrachteten wir Beide die ganze Geſchichte als etwas Vorübergehendes.,{'entities': []}
454,Wer weiß… Max.,"{'entities': [(8, 13, 'PER')]}"
455,Wer weiß…? Anatol.,"{'entities': [(8, 9, 'MISC'), (11, 17, 'PER')]}"
456,"Wer weiß, ob ſie nicht mich erſt zu lieben anfing,— als ſie einen Andern zu lieben aufhörte.","{'entities': [(43, 51, 'ORG')]}"
457,"Was erlebte dieſes Mädchen einen Tag, bevor ich ſie traf, bevor wir das erſte Wort mit einander ſprachen?","{'entities': [(33, 36, 'MISC')]}"
458,"War es möglich, ſich da ſo ohne Weiteres los zu reißen?",{'entities': []}
459,"Hat ſie nicht vielleicht Tage und Wochen lang noch eine alte Kette nachſchleppen müſſen, müſſen ſag’",{'entities': []}
460,ich.,{'entities': []}
461,Max.,"{'entities': [(0, 3, 'MISC')]}"
462,Hm. Anatol.,"{'entities': [(0, 2, 'LOC'), (4, 10, 'PER')]}"
463,Ich will ſogar noch weiter gehen…,"{'entities': [(32, 33, 'MISC')]}"
464,Die erſte Zeit war es ja nur eine Laune von ihr— wie von mir.,"{'entities': [(10, 14, 'MISC')]}"
465,"Wir haben es Beide nicht anders angeſehen, wir haben nichts Anderes von einander verlangt, als ein flüchtiges ſüßes Glück.","{'entities': [(60, 67, 'LOC')]}"
466,"Wenn ſie zu jener Zeit ein Unrecht begangen hat, was kann ich ihr vorwerfen?","{'entities': [(18, 22, 'MISC')]}"
467,Nichts— gar nichts.,"{'entities': [(0, 7, 'LOC')]}"
468,Max.,"{'entities': [(0, 3, 'MISC')]}"
469,Du biſt eigenthümlich mild.,{'entities': []}
470,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
471,"Nein, durchaus nicht, ich finde es nur unedel, die Vortheile einer augenblicklichen Situation in dieſer Weiſe auszunützen.","{'entities': [(104, 109, 'LOC')]}"
472,Max.,"{'entities': [(0, 3, 'MISC')]}"
473,"Nun, das iſt ſicher vornehm gedacht.","{'entities': [(13, 19, 'MISC')]}"
474,Aber ich will Dir aus der Verlegenheit helfen.,{'entities': []}
475,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
476,—?,{'entities': []}
477,Max.,"{'entities': [(0, 3, 'MISC')]}"
478,"Du fragſt ſie, wie folgt: Cora, ſeit Du mich liebſt… biſt Du mir treu?","{'entities': [(26, 30, 'MISC'), (37, 39, 'MISC'), (51, 52, 'MISC'), (58, 64, 'MISC')]}"
479,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
480,Das klingt zwar ſehr klar.,{'entities': []}
481,Max…,"{'entities': [(0, 4, 'PER')]}"
482,Nun?,{'entities': []}
483,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
484,Iſt es aber durchaus nicht.,{'entities': []}
485,Max.,"{'entities': [(0, 3, 'MISC')]}"
486,Oh!,{'entities': []}
487,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
488,Treu!,"{'entities': [(0, 5, 'ORG')]}"
489,Wie heißt das eigentlich: treu?,{'entities': []}
490,Denke,{'entities': []}
491,"Dir… ſie iſt geſtern in einem Eiſenbahnwaggon gefahren, und ein gegenüberſitzender Herr berührte mit ſeinem Fuße die Spitze des ihren.",{'entities': []}
492,"Jetzt mit dieſem eigenthümlichen, durch den Schlafzuſtand in’s Unendliche geſteigerten Auffaſſungsvermögen, in dieſer verfeinerten Empfindungsfähigkeit, wie ſie ein Medium zweifellos in der Hypnoſe beſitzt, iſt es gar nicht ausgeſchloſſen, daß ſie auch das ſchon als einen Treubruch anſieht.","{'entities': [(44, 57, 'LOC')]}"
493,Max.,"{'entities': [(0, 3, 'MISC')]}"
494,Na höre!,"{'entities': [(0, 2, 'PER')]}"
495,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
496,"Um ſo mehr, als ſie in unſeren Geſprächen über dieſes Thema, wie wir ſie manchmal zu führen pflegten, meine vielleicht etwas übertriebenen Anſichten kennen lernte.","{'entities': [(139, 148, 'MISC')]}"
497,"Ich ſelbſt habe ihr geſagt: Cora, auch wenn Du einen andern Mann einfach anſchauſt, iſt es ſchon eine Untreue gegen mich!","{'entities': [(28, 32, 'ORG')]}"
498,Max.,"{'entities': [(0, 3, 'MISC')]}"
499,Und ſie? Anatol.,"{'entities': [(9, 15, 'PER')]}"
500,"Und ſie, ſie lachte mich aus und ſagte, wie ich nur glauben könne, daß ſie einen Andern anſchaue.","{'entities': [(81, 87, 'MISC')]}"
501,Max,"{'entities': [(0, 3, 'PER')]}"
502,. Und doch glaubſt Du—?,{'entities': []}
503,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
504,Es giebt Zufälle,{'entities': []}
505,"— denke Dir, ein Zudringlicher geht ihr Abends nach und drückt ihr einen Kuß auf den Hals.","{'entities': [(85, 89, 'LOC')]}"
506,Max.,"{'entities': [(0, 3, 'MISC')]}"
507,Nun— das… Anatol.,"{'entities': [(8, 16, 'MISC')]}"
508,Nun— das iſt doch nicht ganz unmöglich!,{'entities': []}
509,Max.,"{'entities': [(0, 3, 'MISC')]}"
510,Alſo Du willſt ſie nicht fragen.,"{'entities': [(0, 7, 'PER')]}"
511,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
512,Oh doch… aber… Max.,"{'entities': [(7, 8, 'MISC'), (13, 18, 'PER')]}"
513,"Alles, was Du vorgebracht haſt, iſt ein Unſinn.",{'entities': []}
514,"Glaube mir, die Weiber mißverſtehen uns nicht, wenn wir ſie um ihre Treue fragen.",{'entities': []}
515,Wenn Du ihr jetzt zuflüſterſt mit zärtlicher verliebter Stimme:,{'entities': []}
516,Biſt Du mir treu…,"{'entities': [(0, 11, 'PER'), (16, 17, 'MISC')]}"
517,"ſo wird ſie an keines Herrn Fußſpitzen und keines Zudringlichen Kuß auf den Nacken denken— ſondern nur an das, was wir gemeiniglich unter Untreue verſtehen, wobei Du noch immer den Vortheil haſt, bei ungenügenden Antworten weitere Fragen ſtellen zu können, die Alles aufklären müſſen.","{'entities': [(138, 145, 'PER'), (163, 165, 'PER')]}"
518,— Anatol.,"{'entities': [(2, 8, 'MISC')]}"
519,"Alſo Du willſt durchaus, daß ich ſie fragen ſoll… Max.","{'entities': [(0, 7, 'PER'), (50, 53, 'MISC')]}"
520,Ich,{'entities': []}
521,?…,"{'entities': [(1, 2, 'MISC')]}"
522,Du wollteſt doch!,"{'entities': [(0, 2, 'PER')]}"
523,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
524,Mir iſt nämlich ſoeben noch etwas eingefallen.,"{'entities': [(0, 3, 'PER')]}"
525,Max,"{'entities': [(0, 3, 'PER')]}"
526,. Und zwar…? Anatol.,"{'entities': [(10, 11, 'MISC'), (13, 19, 'PER')]}"
527,Das Unbewußte!,"{'entities': [(4, 14, 'ORG')]}"
528,Max,"{'entities': [(0, 3, 'PER')]}"
529,.,{'entities': []}
530,Das Unbewußte?,{'entities': []}
531,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
532,Ich glaube nämlich an unbewußte Zuſtände.,{'entities': []}
533,Max.,"{'entities': [(0, 3, 'MISC')]}"
534,So.,"{'entities': [(0, 3, 'PER')]}"
535,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
536,"Solche Zuſtände können aus ſich ſelbſt heraus entſtehen, ſie können aber auch erzeugt werden, künſtlich,… durch betäubende, durch berauſchende Mittel.","{'entities': [(104, 105, 'MISC')]}"
537,Max.,"{'entities': [(0, 3, 'MISC')]}"
538,Willſt Du Dich nicht näher erklären…? Anatol.,"{'entities': [(0, 14, 'MISC'), (35, 36, 'MISC'), (38, 44, 'MISC')]}"
539,"Vergegenwärtige Dir ein dämmeriges, ſtimmungsvolles Zimmer.",{'entities': []}
540,Max,"{'entities': [(0, 3, 'PER')]}"
541,. Dämmerig… ſtimmungsvoll… ich vergegenwärtige mir.,"{'entities': [(2, 10, 'PER'), (10, 11, 'MISC'), (25, 26, 'PER')]}"
542,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
543,In dieſem Zimmer ſie… und irgend ein Anderer.,"{'entities': [(20, 21, 'PER')]}"
544,Max.,"{'entities': [(0, 3, 'MISC')]}"
545,"Ja, wie ſollte ſie da hinein gekommen ſein?",{'entities': []}
546,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
547,Ich will das vorläufig offen laſſen.,{'entities': []}
548,Es giebt ja Vorwände… Genug!,"{'entities': [(20, 28, 'ORG')]}"
549,So etwas kann vorkommen.,{'entities': []}
550,"Nun— ein Paar Gläſer Rheinwein… eine eigenthümlich ſchwüle Luft, die über dem Ganzen laſtet, ein Duft von Cigaretten, parfumirten Tapeten, ein Lichtſchein von einem matten Glasluſter und rothe Vorhänge— Einſamkeit— Stille— nur Flüſtern von ſüßen Worten… Max…! Anatol.","{'entities': [(193, 222, 'ORG'), (227, 235, 'PER'), (252, 266, 'PER')]}"
551,Auch Andere ſind da ſchon erlegen!,{'entities': []}
552,"Beſſere, ruhigere als ſie!","{'entities': [(0, 7, 'PER')]}"
553,Max.,"{'entities': [(0, 3, 'MISC')]}"
554,"Nun ja, nur kann ich es mit dem Begriffe der Treue noch immer nicht vereinbar finden, daß man ſich mit einem Andern in ſolch’ ein Gemach begiebt.","{'entities': [(119, 125, 'LOC')]}"
555,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
556,Es giebt ſo räthſelhafte Dinge… Max.,"{'entities': [(30, 35, 'ORG')]}"
557,"Nun, mein Freund, Du haſt die Löſung eines jener Räthſel, über das ſich die geiſtreichſten Männer den Kopf zerbrochen, vor Dir;","{'entities': [(123, 126, 'PER')]}"
558,"Du brauchſt nur zu ſprechen, und Du weißt Alles, was Du wiſſen willſt.","{'entities': [(33, 55, 'MISC')]}"
559,"Eine Frage— und Du erfährſt, ob Du Einer von den Wenigen biſt, die allein geliebt werden, kannſt erfahren, wo Dein Nebenbuhler iſt, erfahren, wodurch ihm der Sieg über Dich gelungen,— und Du ſprichſt dieſes Wort nicht aus!","{'entities': [(0, 27, 'MISC'), (32, 40, 'PER'), (110, 126, 'PER'), (168, 183, 'PER'), (188, 211, 'MISC')]}"
560,—,{'entities': []}
561,Du haſt eine Frage frei an das Schickſal!,"{'entities': [(31, 40, 'LOC')]}"
562,Du ſtellſt ſie nicht!,{'entities': []}
563,"Tage und Nächte lang quälſt Du Dich, Dein halbes Leben gäbſt Du hin für die Wahrheit,— nun liegt ſie vor Dir, Du bückſt Dich nicht, um ſie aufzuheben!","{'entities': [(28, 35, 'PER'), (76, 86, 'MISC'), (120, 124, 'PER')]}"
564,Und warum?,{'entities': []}
565,"Weil es ſich vielleicht fügen kann, daß eine Frau, die Du liebſt, wirklich ſo iſt, wie ſie ja alle Deiner Idee nach ſein ſollen— und weil Dir Deine Illuſion doch tauſendmal lieber iſt, als die Wahrheit.","{'entities': [(99, 105, 'LOC'), (138, 156, 'PER')]}"
566,"Genug alſo des Spiels, wecke dieſes Mädchen auf und laſſe Dir an dem ſtolzen Bewußtſein genügen, daß Du ein Wunder— hätteſt vollbringen können.","{'entities': [(0, 21, 'MISC')]}"
567,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
568,Max!,"{'entities': [(0, 4, 'PER')]}"
569,Max.,"{'entities': [(0, 3, 'MISC')]}"
570,"Nun, habe ich vielleicht Unrecht?",{'entities': []}
571,"Weißt Du nicht ſelbſt, daß Alles, was Du mir früher ſagteſt, Ausflüchte waren, leere Phraſen, mit denen Du weder mich noch Dich täuſchen konnteſt?","{'entities': [(0, 8, 'LOC'), (123, 127, 'LOC')]}"
572,Anatol (raſch).,"{'entities': [(0, 6, 'MISC')]}"
573,"Max… Laß Dir nur ſagen, ich will;","{'entities': [(0, 12, 'PER')]}"
574,ja ich will ſie fragen!,{'entities': []}
575,Max.,"{'entities': [(0, 3, 'MISC')]}"
576,Ah! Anatol,{'entities': []}
577,.,{'entities': []}
578,Aber ſei mir nicht böſe— nicht vor Dir!,"{'entities': [(35, 39, 'PER')]}"
579,Max.,"{'entities': [(0, 3, 'MISC')]}"
580,Nicht vor mir?,{'entities': []}
581,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
582,"Wenn ich es hören muß, das Furchtbare, wenn ſie mir antwortet:",{'entities': []}
583,"Nein, ich war Dir nicht treu— ſo ſoll ich allein es ſein, der es hört.","{'entities': [(14, 17, 'PER'), (24, 29, 'PER')]}"
584,"Unglücklich ſein— iſt erſt das halbe Unglück, bedauert werden: das iſt das ganze!",{'entities': []}
585,—,{'entities': []}
586,Das will ich nicht.,{'entities': []}
587,"Du biſt ja mein beſter Freund, aber gerade darum will ich nicht, daß Deine Augen mit jenem Ausdruck von Mitleid auf mir ruhen, der dem Unglücklichen erſt ſagt, wie elend er iſt.","{'entities': [(69, 74, 'PER'), (104, 111, 'PER')]}"
588,Vielleicht iſt’s auch noch etwas Anderes— vielleicht ſchäme ich mich vor Dir.,"{'entities': [(73, 76, 'LOC')]}"
589,"Die Wahrheit wirſt Du ja doch erfahren, Du haſt dieſes Mädchen heute zum letzten Mal bei mir geſehen, wenn ſie mich betrogen hat!","{'entities': [(19, 38, 'MISC'), (40, 62, 'MISC')]}"
590,Aber Du ſollſt es nicht mit mir zugleich hören;,{'entities': []}
591,"das iſt’s, was ich nicht ertragen könnte.",{'entities': []}
592,Begreifſt Du das…? Max.,"{'entities': [(0, 12, 'PER'), (16, 17, 'MISC'), (19, 22, 'PER')]}"
593,"Ja, mein Freund, (drückt ihm die Hand) und ich laſſe Dich auch mit ihr allein.","{'entities': [(53, 57, 'PER')]}"
594,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
595,Mein Freund! (Ihn zur Thüre begleitend.),"{'entities': [(0, 12, 'MISC'), (22, 27, 'MISC'), (28, 38, 'MISC')]}"
596,In weniger als einer Minute ruf’ ich Dich herein!,"{'entities': [(37, 41, 'LOC')]}"
597,— (Max ab.),"{'entities': [(3, 6, 'PER')]}"
598,Anatol,"{'entities': [(0, 6, 'MISC')]}"
599,.,{'entities': []}
600,(Steht vor Cora… ſieht ſie lange an.),"{'entities': [(11, 16, 'ORG')]}"
601,"Cora…! (Schüttelt den Kopf, geht herum.)","{'entities': [(0, 6, 'ORG')]}"
602,Cora!,"{'entities': [(0, 5, 'ORG')]}"
603,— (Vor Cora auf den Knien.),"{'entities': [(7, 11, 'LOC')]}"
604,Cora!,"{'entities': [(0, 5, 'ORG')]}"
605,Meine ſüße Cora!,"{'entities': [(11, 16, 'ORG')]}"
606,— Cora!,"{'entities': [(2, 7, 'ORG')]}"
